ID;x;y;elevation;Cohort;budburst2014;tempsum2014;Budburst2015;Variance;RWI_drought_years;RWI_normal_years;RWI_positive_pointer;RWI_negative_pointer;Sensitivity_positive_pointer;Sensitivity_negative_pointer;contig00241.160;newcontig00241.632;contig00509.93;contig00509.192;contig00509.276;contig00628.351;contig00643.311;newcontig00716.144;newcontig00716.1490;contig00945.39;contig01054.57;contig01054.311;contig01113.563;contig01131.462;contig01131.558;contig01260.41;contig01260.267;contig01455.168;contig01455.289;contig01468.274;contig01468.511;contig01505.255;newcontig01515.156;contig02019.588;contig02088.183;contig02088.255;contig02108.136;contig02161.64;contig02161.199;contig02190.239;contig02190.265;contig02315.161;contig02315.209;contig02387.318;contig02467.785;contig02495.3490;contig02522.65;contig02522.282;newcontig02676.141;contig02831.313;contig02937.405;contig02937.651;contig02986.110;contig02986.147;contig02986.327;contig03380.79;contig03600.120;newcontig03689.775;contig03765.215;contig03803.208;contig03908.414;contig03942.73;contig03942.88;contig04018.876;contig04538.344;contig04538.470;contig04911.323;contig04921.779;contig05004.249;contig05004.671;contig05234.288;contig05234.297;contig05306.661;contig05566.56;contig05566.130;contig05566.481;contig05603.139;contig05700.204;contig06119.125;contig06331.174;contig06331.178;contig06641.50;contig06757.46;contig06757.154;contig06968.51;contig07082.263;contig07082.314;contig07150.658;contig07377.148;contig07377.313;contig08092.366;contig08213.487;contig08213.555;contig08248.183;contig08248.345;contig08255.1089;newcontig08583.395;contig08649.617;contig08759.481;contig08815.372;contig08855.98;contig08855.137;contig09065.486;contig09065.715;contig09197.63;contig09263.403;newcontig09373.1559;newcontig10568.484;contig10976.962;contig11291.1965;contig11291.4439;contig12124.943;newcontig12178.301;contig12182.435;contig12900.345;contig14101.217;contig14310.698;contig14310.800;contig14311.903;contig14409.108;newcontig14455.629;contig14514.32;contig14514.173;contig14580.627;contig14580.865;contig14580.898;contig14623.303;newcontig14680.474;contig14887.561;contig14887.690;contig14915.331;contig15076.316;newcontig15135.373;newcontig15135.469;contig15196.256;contig15256.139;contig15256.604;contig15256.660;contig15337.1228;newcontig15484.667;newcontig15484.725;newcontig15484.1130;newcontig15596.971;newcontig15596.429;contig15727.126;contig15808.829;newcontig16125.157;contig16157.1183;contig16332.419;contig16356.332;contig16411.197;contig16454.169;contig16454.530;contig16727.97;contig16756.89;contig16774.460;contig16822.456;newcontig04336.1071;newcontig16884.608;newcontig17066.1271;contig17540.195;contig17776.918;contig17813.275;contig17813.614;contig18067.318;contig18067.471;contig18599.280;contig18599.772;contig18599.823;contig18676.31;contig18676.73;contig18676.245;contig19054.28;contig19143.561;contig19173.238;contig19173.551;contig19448.291;contig19448.666;contig19448.1212;contig20156.322;contig20694.92;contig20694.312;contig20694.1090;contig21136.630;contig21141.311;contig21141.489;contig23190.627;newcontig23660.1194;contig23982.493;contig23982.774;contig24145.82;contig24318.117;contig24318.148;contig24902.128;contig24902.464;contig24902.466;contig25386.792;contig26089.361;contig26457.409;contig26764.484;contig27000.1448;contig31121.47;newcontig00251.177;newcontig00575.206;newcontig00575.232;newcontig01181.201;newcontig01181.592;newcontig01181.99;newcontig03196.56;newcontig04814.189;newcontig05181.2450;newcontig05330.125;newcontig05330.74;newcontig05502.128;newcontig05502.167;newcontig05502.725;newcontig05945.417;newcontig05945.426;newcontig06676.165;newcontig07067.53;newcontig08200.613;newcontig08206.176;newcontig08206.228;newcontig09373.367;newcontig14455.916;newcontig14455.953;newcontig15452.813;newcontig15944.276;newcontig15944.288;newcontig16430.504;newcontig18465.35;newcontig18465.747;newcontig18762.199;newcontig20680.343;newcontig25086.1240;newcontig26572.464;newcontig26602.432;newcontig26602.585;newcontig30715.525;newcontig30715.591;newcontig30715.72;contig15076.506
5472;383279;5419788;775;sa;117;268.4458664;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;2;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;2;0;2;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;2;0;1;0;2;2;0;0;0;1;1;0;1;0;1;1;0;0;2;0;0;0;1;2;0;0;1;1;0;0
5473;383278;5419789;775;sa;117;268.4458664;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;NA;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0
5474;383272;5419792;774;sa;117;268.4458664;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;NA;0;2;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;2;0;0;1;0;0;0;0;1;1;0;1;2;0;0;2;0;0;0;0;1;0;NA;2;1;2;0;0;0;1;NA;NA;2;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;2;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;2;0
5475;383270;5419784;775;sa;117;268.4458664;130;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;2;0;2;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;2;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;2;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;2;1;1;0;0;1;0;1;2;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;2;0;0;1;1;1;0
5476;383267;5419787;774;sa;117;268.4458664;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;2;0;0;0;0;2;1;1;0;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;2;0;0;1;0;0;0;2;0;0;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0;2;2;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0
5477;383268;5419784;775;sa;115;249.6103241;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;2;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;2;1;0;0;1;0;1;0;0;0;0;2;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;2;2;0;0;1;2;0;0;2;0;0;0;1;0;1;0;0;0;1;0;1;0;2;2;0;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;NA;2;0
5478;383272;5419788;773;sa;121;304.3018367;127;NA;NA;NA;NA;NA;NA;NA;0;0;1;1;0;1;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;NA;0;NA;1;1;0;1;0;0;0;0;0;2;0;0;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;0;2;0;0;0;0;1;0
5479;383272;5419787;773;sa;121;304.3018367;134;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;2;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;NA;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;2;0;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0
5480;383272;5419787;773;sa;115;249.6103241;130;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;2;0;0;0;0;1;1;0;0;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5481;383258;5419783;775;sa;119;286.0721633;130;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;2;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;NA;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0
5482;383256;5419778;774;sa;123;313.5259411;134;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;2;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;2;1;1;0;2;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;1;2;2;0;0;0;0;0;0;1;0;0;2;0;NA;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;2;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;2;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0
5483;383252;5419777;774;sa;115;249.6103241;127;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;0;0;NA;1;0;0;2;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;2;0;0;2;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;2;0;1
5484;383252;5419775;775;sa;119;286.0721633;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;2;0;0;1;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0
5485;383255;5419776;774;sa;119;286.0721633;130;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;1;1;0;1;2;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;2;0;0;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0
5486;383255;5419776;774;sa;123;313.5259411;134;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;2;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;2;2;0;0
5487;383254;5419769;774;sa;123;313.5259411;134;NA;NA;NA;NA;NA;NA;NA;1;0;1;0;NA;0;0;0;0;1;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;2;0;0;0;2;0;1;2;0;1;0;0;NA;0;1;0;0;0;1;0;1;1;0;1;0;2;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;2;0;0;0;1;1;0;2;1;0;0;2;0;0;2;2;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;2;0
5488;383260;5419769;773;sa;121;304.3018367;134;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2;0;0;2;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;1;NA;0;0;1;2;2;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;0;0;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;2;0;1;0;0;2;0;0;1;1;1;0
5489;383263;5419768;775;sa;127;338.2488908;134;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;2;0;0;1;1;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;1;0;0;1;2;0;0;2;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;2;0;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;1;0;0;2;2;0;0;0;0;1;1;1;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0
5490;383257;5419766;774;sa;119;286.0721633;130;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;2;0;0;0;2;0;0;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;2;2;1;1;0;0;0;1;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;NA;0
5491;383257;5419766;774;sa;123;313.5259411;134;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;NA;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;0;0;2;2;0;0;0;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;0;0;0;1;1;0;1;0;2;2;1;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;1;0;0
5492;383257;5419766;774;sa;117;268.4458664;130;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;0;1;0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;NA;1;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;1;1;0;0;0;2;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;2;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;2;0;0;1;0;0;2;2;0;0;0;0;1;2;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0
5493;383275;5419768;774;sa;125;319.6981789;134;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;2;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;1;1;0
5494;383279;5419770;774;sa;127;338.2488908;134;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;1;0;2;NA;1;0;0;0;0;0;0;0;0;0;1;1;NA;0;0;1;0;0;0;1;0;0;1;2;NA;0;1;0;0;0;0;1;1;NA;1;0;0;0;0;1;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;NA;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;2;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;NA;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
